year,sample_id,farm_name,producer_id,field_name,field_id,county,crop,longitude,latitude,sample_date,depth,start_depth_inches,end_depth_inches,huc8_name,hc12_name,huc12,density_g_ml,density2_mlb_ac,om_percent,ph,ph_ae,ec_mmhos_cm,est_ss_ds_m,effervescence,cec_meq_100g,est_cec_meq_100g,total_bases_meq_100g,no3_n_mg_kg,no3_n_lb_ac,nh4_n_mg_kg,nh4_n_lb_ac,p_olsen_mg_kg,bray_p_mg_kg,k_mg_kg,exch_k_meq_100g,ca_mg_kg,mg_mg_kg,na_mg_kg,s_mg_kg,s_lb_ac,b_mg_kg,cl_mg_kg,cu_mg_kg,fe_mg_kg,mn_mg_kg,zn_mg_kg,al_mg_kg,al_kcl_mg_kg,ca_kcl_mg_kg,mg_kcl_mg_kg,na_kcl_mg_kg,wilting_point,field_capacity,h2o_wet_dry,avl_h2o_in,avl_h2o_percent
2014,COLUMBIA CONSERVATION DISTRICT-14-23-NA-NA-2014-05-17-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-23,Columbia,,,,2014-05-17,6-12,6,12,,,,1.26,1.7139,1.94,6.22,7.55,0.11,0.286,0,,24.9956,20.1506,1.8,3.0845,2.1,3.5986,16,23,184,0.4706,15.3,4.3,0.08,2,3.4272,0.19,1.6,1.78,41,6.2,0.15,1,1.1,3060,522.88,18.4,1.06,0.2,1.1285,0.5179,43.1583
2014,COLUMBIA CONSERVATION DISTRICT-14-23-NA-NA-2014-05-17-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-23,Columbia,,,,2014-05-17,12-24,12,24,,,,1.25,3.4005,1.12,7.06,,0.18,0.468,0,,22.1667,19.1788,2.1,7.14,1.8,6.12,11,13,116.84,0.2988,14.2,4.6,0.08,1,3.4,0.21,1.4,1.68,26,3.1,0.1,0,0.5,2840,559.36,18.4,1.06,0.2,1.1357,1.1355,47.3125
2014,COLUMBIA CONSERVATION DISTRICT-14-24-NA-NA-2014-05-17-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-24,Columbia,,,,2014-05-17,0-3,0,3,,,,1.23,0.8365,4.48,4.92,7.27,0.16,0.416,0,,16.6295,11.5147,8.8,7.3603,3.8,3.1783,32,61,424.12,1.0847,8.2,2.2,0.03,6,5.0184,0.13,2,1.57,96,41.5,0.71,26,12.1,1640,267.52,6.9,1.06,0.2,1.2095,0.5517,91.95
2014,COLUMBIA CONSERVATION DISTRICT-14-24-NA-NA-2014-05-17-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-24,Columbia,,,,2014-05-17,3-6,3,6,,,,1.24,0.8433,3.24,4.9,7.25,0.12,0.312,0,,17.9901,12.5494,3,2.5296,4.7,3.963,22,41,238.28,0.6094,9.6,2.3,0.04,6,5.0592,0.17,1.4,1.75,89,40.4,0.42,22,13,1920,279.68,9.2,1.06,0.2,1.1185,0.2176,36.2667
2014,COLUMBIA CONSERVATION DISTRICT-14-24-NA-NA-2014-05-17-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-24,Columbia,,,,2014-05-17,6-12,6,12,,,,1.32,1.7955,2.24,5.95,7.48,0.11,0.286,0,,25.6185,20.2118,4.1,7.3603,2.5,4.488,11,14,254.84,0.6518,15.3,4.2,0.06,3,5.3856,0.23,1.4,1.56,51,8.1,0.19,3,0.1,3060,510.72,13.8,1.06,0.2,1.1552,0.754,62.8333
2014,COLUMBIA CONSERVATION DISTRICT-14-24-NA-NA-2014-05-17-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-24,Columbia,,,,2014-05-17,12-24,12,24,,,,1.27,3.4549,1.38,6.55,7.54,0.13,0.338,0,,28.7414,23.7724,4.5,15.5448,2.2,7.5997,4.8,7.8,188.6,0.4824,17.3,5.9,0.09,4,13.8176,0.2,1.7,1.51,33,4.6,0.13,1,0.1,3460,717.44,20.7,1.06,0.2,1.1848,1.902,79.25
2014,COLUMBIA CONSERVATION DISTRICT-14-29L-46.39551--117.9926-2014-05-16-0-3,,COLUMBIA CONSERVATION DISTRICT,Poindexter-2,14-29L,Columbia,,-117.9925975,46.39550725,2014-05-16,0-3,0,3,Tucannon,Smith Hollow-Tucannon River,170601070701,1.33,0.9045,2.4,4.87,7.29,0.17,0.442,0,,14.8263,10.0382,10,9.044,3.6,3.2558,33,62,355.12,0.9082,7.1,2,0.03,8,7.2352,0.1,1.7,1.57,91,26.6,0.34,23,37.5,1420,243.2,6.9,1.06,0.2,1.1288,0.2745,45.75
2014,COLUMBIA CONSERVATION DISTRICT-14-29L-46.39551--117.9926-2014-05-16-3-6,,COLUMBIA CONSERVATION DISTRICT,Poindexter-2,14-29L,Columbia,,-117.9925975,46.39550725,2014-05-16,3-6,3,6,Tucannon,Smith Hollow-Tucannon River,170601070701,1.31,0.8909,1.58,4.63,7.23,0.13,0.338,0,,14.3703,9.3618,5.5,4.8994,3.5,3.1178,34,62,207.92,0.5318,7,1.8,0.03,8,7.1264,0.09,1.6,1.62,82,27.7,0.21,27,73.6,1400,218.88,6.9,1.06,0.2,1.1369,0.3022,50.3667
2014,COLUMBIA CONSERVATION DISTRICT-14-29L-46.39551--117.9926-2014-05-16-6-12,,COLUMBIA CONSERVATION DISTRICT,Poindexter-2,14-29L,Columbia,,-117.9925975,46.39550725,2014-05-16,6-12,6,12,Tucannon,Smith Hollow-Tucannon River,170601070701,1.3,1.7683,1.39,5.87,7.55,0.1,0.26,0,,18.8759,14.6559,3.8,6.7184,1.8,3.1824,19,30,197.8,0.5059,11,3.1,0.05,4,7.072,0.12,2,1.76,43,6,0.14,2,1.8,2200,376.96,11.5,1.06,0.2,1.1537,0.7309,60.9083
2014,COLUMBIA CONSERVATION DISTRICT-14-29L-46.39551--117.9926-2014-05-16-12-24,,COLUMBIA CONSERVATION DISTRICT,Poindexter-2,14-29L,Columbia,,-117.9925975,46.39550725,2014-05-16,12-24,12,24,Tucannon,Smith Hollow-Tucannon River,170601070701,1.27,3.4549,0.9,6.68,,0.21,0.546,0,,19.1929,16.12,7,24.1808,2,6.9088,9.4,13,140.76,0.36,12.4,3.3,0.06,2,6.9088,0.14,2.6,1.89,24,3.1,0.08,1,0.1,2480,401.28,13.8,1.06,0.2,1.1502,1.3746,57.275
2014,COLUMBIA CONSERVATION DISTRICT-14-36-NA-NA-2014-05-18-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-36,Columbia,,,,2014-05-18,0-3,0,3,,,,1.28,0.8705,3.98,5.22,7.36,0.2,0.52,0,,16.2065,11.6,13.9,12.0986,4,3.4816,34,59,735.08,1.88,7.7,2,0.02,5,4.352,0.16,2.4,1.39,86,32.7,0.73,25,2.4,1540,243.2,4.6,1.06,0.2,1.1176,0.2212,36.8667
2014,COLUMBIA CONSERVATION DISTRICT-14-36-NA-NA-2014-05-18-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-36,Columbia,,,,2014-05-18,3-6,3,6,,,,1.27,0.8637,3.1,4.78,7.23,0.17,0.442,0,,17.4316,11.9441,8.4,7.2542,15,12.954,37,69,396.52,1.0141,8.8,2.1,0.03,8,6.9088,0.12,1.3,1.69,94,48.6,0.47,27,27.8,1760,255.36,6.9,1.06,0.2,1.1116,0.1966,32.7667
2014,COLUMBIA CONSERVATION DISTRICT-14-36-NA-NA-2014-05-18-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-36,Columbia,,,,2014-05-18,6-12,6,12,,,,1.25,1.7002,2.34,5.85,7.5,0.13,0.338,0,,19.0186,14.7412,4,6.8,2,3.4,22,34,352.36,0.9012,10.9,2.9,0.04,4,6.8,0.17,1.6,1.63,47,10,0.18,3,0.5,2180,352.64,9.2,1.06,0.2,1.1218,0.4635,38.625
2014,COLUMBIA CONSERVATION DISTRICT-14-36-NA-NA-2014-05-18-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-36,Columbia,,,,2014-05-18,12-24,12,24,,,,1.24,3.3733,1.72,6.67,,0.17,0.442,0,,18.1731,15.2635,4.5,15.1776,1.5,5.0592,22,35,275.08,0.7035,10.9,3.6,0.06,2,6.7456,0.2,2.4,1.46,28,3.4,0.15,1,2,2180,437.76,13.8,1.06,0.2,1.1264,0.988,41.1667
2014,COLUMBIA CONSERVATION DISTRICT-14-37-46.3083--118.02081-2014-05-18-0-3,,COLUMBIA CONSERVATION DISTRICT,Rose Gulch FSA 8,14-37,Columbia,,-118.0208052,46.30830386,2014-05-18,0-3,0,3,Touchet,Payne Hollow-Touchet River,170701020401,1.27,0.8637,3.94,4.9,7.27,0.39,1.014,0,,16.6727,11.5206,31.9,27.5488,13.5,11.6586,35,59,700.12,1.7906,7.6,2.1,0.03,11,9.4996,0.15,3.6,1.49,103,44.1,0.7,25,5.5,1520,255.36,6.9,1.06,0.2,1.1628,0.3917,65.2833
2014,COLUMBIA CONSERVATION DISTRICT-14-37-46.3083--118.02081-2014-05-18-3-6,,COLUMBIA CONSERVATION DISTRICT,Rose Gulch FSA 8,14-37,Columbia,,-118.0208052,46.30830386,2014-05-18,3-6,3,6,Touchet,Payne Hollow-Touchet River,170701020401,1.28,0.8705,2.88,4.74,7.23,0.18,0.468,0,,16.561,11.2112,7.2,6.2669,4.2,3.6557,35,59,383.64,0.9812,8.1,2.1,0.03,8,6.9632,0.11,1.6,1.68,96,45.9,0.48,23,20.4,1620,255.36,6.9,1.06,0.2,1.1538,0.3602,60.0333
2014,COLUMBIA CONSERVATION DISTRICT-14-37-46.3083--118.02081-2014-05-18-6-12,,COLUMBIA CONSERVATION DISTRICT,Rose Gulch FSA 8,14-37,Columbia,,-118.0208052,46.30830386,2014-05-18,6-12,6,12,Touchet,Payne Hollow-Touchet River,170701020401,1.29,1.7547,2.1,5.56,7.41,0.12,0.312,0,,22.4456,17.0453,8,14.0352,1.5,2.6316,27,42,389.16,0.9953,12.5,3.5,0.05,4,7.0176,0.15,2,1.61,57,8.5,0.34,5,0.5,2500,425.6,11.5,1.06,0.2,1.1659,0.8197,68.3083
2014,COLUMBIA CONSERVATION DISTRICT-14-37-46.3083--118.02081-2014-05-18-12-24,,COLUMBIA CONSERVATION DISTRICT,Rose Gulch FSA 8,14-37,Columbia,,-118.0208052,46.30830386,2014-05-18,12-24,12,24,Touchet,Payne Hollow-Touchet River,170701020401,1.21,3.2917,1.42,6.5,7.59,0.12,0.312,0,,21.4136,17.6718,4.9,16.1269,1.2,3.9494,24,38,317.4,0.8118,12.7,4.1,0.06,3,9.8736,0.17,3.4,1.54,30,3.4,0.12,1,0.4,2540,498.56,13.8,1.06,0.2,1.1771,1.7003,70.8458
2014,COLUMBIA CONSERVATION DISTRICT-14-39-NA-NA-2014-05-18-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-39,Columbia,,,,2014-05-18,0-3,0,3,,,,1.31,0.8909,3.16,5.09,7.33,0.2,0.52,0,,16.0244,11.2765,5.2,4.6322,2.8,2.4942,35,60,600.76,1.5365,7.6,2.1,0.04,6,5.3448,0.13,3.4,1.34,72,29,0.52,14,3.4,1520,255.36,9.2,1.06,0.2,1.1407,0.3172,52.8667
2014,COLUMBIA CONSERVATION DISTRICT-14-39-NA-NA-2014-05-18-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-39,Columbia,,,,2014-05-18,3-6,3,6,,,,1.35,0.9181,2.36,4.98,7.3,0.14,0.364,0,,16.0373,11.1347,12.5,11.475,2.6,2.3868,29,48,314.64,0.8047,8.2,2.1,0.03,5.31,4.8746,0.1,2.6,1.53,72.99,24.37,0.47,15.37,6.7,1640,255.36,6.9,1.06,0.2,1.1564,0.3904,65.0667
2014,COLUMBIA CONSERVATION DISTRICT-14-39-NA-NA-2014-05-18-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-39,Columbia,,,,2014-05-18,6-12,6,12,,,,1.28,1.7411,2.16,5.76,7.48,0.16,0.416,0,,16.5942,12.6647,8.9,15.4931,1.1,1.9149,24,39,283.36,0.7247,9.3,2.6,0.04,2,3.4816,0.14,4.3,1.4,51,7,0.63,4,0.5,1860,316.16,9.2,1.06,0.2,1.1841,0.9531,79.425
2014,COLUMBIA CONSERVATION DISTRICT-14-39-NA-NA-2014-05-18-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-39,Columbia,,,,2014-05-18,12-24,12,24,,,,1.27,3.4549,2.2,6.29,7.55,0.13,0.338,0,,17.7764,14.3806,8,27.6352,1.1,3.7998,24,38,246.56,0.6306,10.4,3.3,0.05,2,6.9088,0.18,3,1.35,37,5.4,0.67,2,0.4,2080,401.28,11.5,1.06,0.2,1.194,2.0422,85.0917
2014,COLUMBIA CONSERVATION DISTRICT-14-40-46.29304--118.05791-2014-05-18-0-3,,COLUMBIA CONSERVATION DISTRICT,Smith,14-40,Columbia,,-118.0579059,46.29303899,2014-05-18,0-3,0,3,Touchet,Payne Hollow-Touchet River,170701020401,1.34,0.9113,2.21,6.95,,0.44,1.144,0,,19.5236,16.8029,22.2,20.2286,5.2,4.7382,9.2,13,263.12,0.6729,13.8,2.3,0.03,6,5.4672,0.3,5.1,1.41,20,9,0.82,0,0.1,2760,279.68,6.9,1.06,0.2,1.1043,0.1781,29.6833
2014,COLUMBIA CONSERVATION DISTRICT-14-40-46.29304--118.05791-2014-05-18-3-6,,COLUMBIA CONSERVATION DISTRICT,Smith,14-40,Columbia,,-118.0579059,46.29303899,2014-05-18,3-6,3,6,Touchet,Payne Hollow-Touchet River,170701020401,1.34,0.9113,1.49,7.33,,0.42,1.092,0,,21.2196,18.8135,11.9,10.8433,8.6,7.8363,4.9,8.6,103.04,0.2635,16.3,2.2,0.05,5,4.556,0.34,3.6,1.51,16,5.7,0.14,0,0.2,3260,267.52,11.5,1.06,0.2,1.1172,0.2299,38.3167
2014,COLUMBIA CONSERVATION DISTRICT-14-40-46.29304--118.05791-2014-05-18-6-12,,COLUMBIA CONSERVATION DISTRICT,Smith,14-40,Columbia,,-118.0579059,46.29303899,2014-05-18,6-12,6,12,Touchet,Payne Hollow-Touchet River,170701020401,1.32,1.7955,0.99,7.77,,0.32,0.832,0,,21.0896,19.4024,3.7,6.6422,1.3,2.3338,2,6.1,79.12,0.2024,16.8,2.3,0.1,2,3.5904,0.38,3,1.76,13,1.6,0.09,0,0.9,3360,279.68,23,1.06,0.2,1.1245,0.5108,42.5667
2014,COLUMBIA CONSERVATION DISTRICT-14-40-46.29304--118.05791-2014-05-18-12-24,,COLUMBIA CONSERVATION DISTRICT,Smith,14-40,Columbia,,-118.0579059,46.29303899,2014-05-18,12-24,12,24,Touchet,Payne Hollow-Touchet River,170701020401,1.28,3.4821,1.01,8.05,,0.33,0.858,7,,19.4752,18.4576,8.1,28.201,1,3.4816,2.8,1.9,77.28,0.1976,15.6,2.6,0.06,3,10.4448,0.41,3.6,1.54,12,1.8,0.13,0,0.3,3120,316.16,13.8,1.06,0.2,1.1578,1.5022,62.5917
2014,COLUMBIA CONSERVATION DISTRICT-14-43-46.24012--117.9174-2014-05-17-0-3,,COLUMBIA CONSERVATION DISTRICT,Rotha East,14-43,Columbia,,-117.917405,46.24011666,2014-05-17,0-3,0,3,Touchet,South Fork Touchet River,170701020304,1.22,0.8297,4.34,5.24,7.29,0.17,0.442,0,,17.4841,12.6359,4.9,4.065,3,2.4888,27,49,510.6,1.3059,8.9,2.4,0.03,5,4.148,0.16,2.2,1.54,98,30.1,0.65,29,3.6,1780,291.84,6.9,1.06,0.2,1.1767,0.4271,71.1833
2014,COLUMBIA CONSERVATION DISTRICT-14-43-46.24012--117.9174-2014-05-17-3-6,,COLUMBIA CONSERVATION DISTRICT,Rotha East,14-43,Columbia,,-117.917405,46.24011666,2014-05-17,3-6,3,6,Touchet,South Fork Touchet River,170701020304,1.26,0.8569,3.36,4.64,7.07,0.13,0.338,0,,16.2942,10.8659,4.1,3.5129,4.7,4.027,28,56,166.52,0.4259,8.6,1.8,0.04,6,5.1408,0.1,0.8,1.74,107,42.8,0.45,37,81.7,1720,218.88,9.2,1.06,0.2,1.1636,0.3916,65.2667
2014,COLUMBIA CONSERVATION DISTRICT-14-43-46.24012--117.9174-2014-05-17-6-12,,COLUMBIA CONSERVATION DISTRICT,Rotha East,14-43,Columbia,,-117.917405,46.24011666,2014-05-17,6-12,6,12,Touchet,South Fork Touchet River,170701020304,1.29,1.7547,2.8,5.74,7.38,0.19,0.494,0,,19.179,14.7076,3.2,5.6141,2.4,4.2106,10,16,218.04,0.5576,11.1,3,0.05,3,5.2632,0.18,0.6,1.62,64,8.5,0.2,6,1.3,2220,364.8,11.5,1.06,0.2,1.2447,1.4296,119.1333
2014,COLUMBIA CONSERVATION DISTRICT-14-43-46.24012--117.9174-2014-05-17-12-24,,COLUMBIA CONSERVATION DISTRICT,Rotha East,14-43,Columbia,,-117.917405,46.24011666,2014-05-17,12-24,12,24,Touchet,South Fork Touchet River,170701020304,1.34,3.6453,1.52,6.66,,0.19,0.494,0,,21.5794,18.0582,4,14.5792,1.8,6.5606,5.6,7.9,230,0.5882,12.3,5.1,0.07,3,10.9344,0.2,0.7,1.49,37,4.1,0.15,1,0.6,2460,620.16,16.1,1.06,0.2,1.2176,2.5342,105.5917
2014,COLUMBIA CONSERVATION DISTRICT-14-45-NA-NA-2014-05-16-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-45,Columbia,,,,2014-05-16,0-3,0,3,,,,1.19,0.8093,4.6,4.54,7.01,0.23,0.598,0,,14.1973,9.1082,16,12.9472,5.3,4.2888,39,80,464.6,1.1882,6.4,1.5,0.02,10,8.092,0.12,1.2,1.36,142,44.4,0.77,65,94.6,1280,182.4,4.6,1.06,0.2,1.1838,0.442,73.6667
2014,COLUMBIA CONSERVATION DISTRICT-14-45-NA-NA-2014-05-16-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-45,Columbia,,,,2014-05-16,3-6,3,6,,,,1.22,0.8297,3.92,4.32,6.93,0.2,0.52,0,,13.8499,8.55,8.8,7.3005,4.3,3.5673,35,68,281.52,0.72,6.7,1.1,0.03,12,9.9552,0.1,1.1,1.46,140,56,0.48,61,166.3,1340,133.76,6.9,1.06,0.2,1.1775,0.43,71.6667
2014,COLUMBIA CONSERVATION DISTRICT-14-45-NA-NA-2014-05-16-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-45,Columbia,,,,2014-05-16,6-12,6,12,,,,1.36,1.8499,2.94,5.56,7.42,0.23,0.598,0,,19.7968,14.9347,5.9,10.9126,2.5,4.624,13,20,267.72,0.6847,11.6,2.6,0.05,6,11.0976,0.2,1.8,1.56,75,11.7,0.2,12,3.3,2320,316.16,11.5,1.06,0.2,1.2091,1.2167,101.3917
2014,COLUMBIA CONSERVATION DISTRICT-14-45-NA-NA-2014-05-16-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-45,Columbia,,,,2014-05-16,12-24,12,24,,,,1.36,3.6997,1.84,6.53,7.57,0.22,0.572,0,,19.5248,16.1671,5.4,19.9757,1.8,6.6586,7.4,11,237.36,0.6071,12.1,3.4,0.06,3,11.0976,0.24,2.2,1.25,42,4,0.12,2,0.4,2420,413.44,13.8,1.06,0.2,1.2173,2.5671,106.9625
2014,COLUMBIA CONSERVATION DISTRICT-14-46-46.21057--117.97737-2014-05-16-0-3,,COLUMBIA CONSERVATION DISTRICT,Harting,14-46,Columbia,,-117.9773726,46.21056751,2014-05-16,0-3,0,3,Touchet,Whiskey Creek,170701020402,1.14,0.7753,4.54,4.94,7.17,0.16,0.416,0,,13.6027,9.1759,5.4,4.1861,4.9,3.7985,41,86,369.84,0.9459,7.1,1.1,0.03,7,5.4264,0.13,2.3,1.19,127,29.9,0.8,50,27,1420,133.76,6.9,1.06,0.2,1.1716,0.3817,63.6167
2014,COLUMBIA CONSERVATION DISTRICT-14-46-46.21057--117.97737-2014-05-16-3-6,,COLUMBIA CONSERVATION DISTRICT,Harting,14-46,Columbia,,-117.9773726,46.21056751,2014-05-16,3-6,3,6,Touchet,Whiskey Creek,170701020402,1.18,0.8025,3.74,4.52,7,0.16,0.416,0,,12.3544,7.6588,3.7,2.9689,5.4,4.333,37,80,241.96,0.6188,6.2,0.8,0.04,11,8.8264,0.1,1.8,1.28,141,39.4,0.49,64,135.3,1240,97.28,9.2,1.06,0.2,1.1763,0.4117,68.6167
2014,COLUMBIA CONSERVATION DISTRICT-14-46-46.21057--117.97737-2014-05-16-6-12,,COLUMBIA CONSERVATION DISTRICT,Harting,14-46,Columbia,,-117.9773726,46.21056751,2014-05-16,6-12,6,12,Touchet,Whiskey Creek,170701020402,1.19,1.6186,3.24,5.61,7.36,0.2,0.52,0,,17.6288,13.2788,4.6,7.4446,2.6,4.2078,26,40,288.88,0.7388,11.1,1.4,0.04,5,8.092,0.18,2.3,1.23,93,9.1,0.24,16,2.9,2220,170.24,9.2,1.06,0.2,1.22,1.1424,95.2
2014,COLUMBIA CONSERVATION DISTRICT-14-46-46.21057--117.97737-2014-05-16-12-24,,COLUMBIA CONSERVATION DISTRICT,Harting,14-46,Columbia,,-117.9773726,46.21056751,2014-05-16,12-24,12,24,Touchet,Whiskey Creek,170701020402,1.35,3.6725,1.96,6.41,7.55,0.2,0.52,0,,18.1858,14.8906,6.5,23.868,1.6,5.8752,18,24,246.56,0.6306,11.7,2.5,0.06,3,11.016,0.18,2.9,1.13,55,2.5,0.12,3,0.5,2340,304,13.8,1.06,0.2,1.2398,2.9128,121.3667
2014,COLUMBIA CONSERVATION DISTRICT-14-55RT-46.37707--117.97249-2014-05-16-0-3,,COLUMBIA CONSERVATION DISTRICT,Windmill 03 B2,14-55RT,Columbia,,-117.9724904,46.37706807,2014-05-16,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.33,0.9045,3.3,5.38,7.42,0.16,0.416,0,,16.6627,12.1841,2.2,1.9897,2.7,2.4419,31,50,412.16,1.0541,8.4,2.7,0.03,4,3.6176,0.14,1.2,1.67,72,16.4,0.34,9,0.5,1680,328.32,6.9,1.06,0.2,1.0911,0.1241,20.6833
2014,COLUMBIA CONSERVATION DISTRICT-14-55RT-46.37707--117.97249-2014-05-16-3-6,,COLUMBIA CONSERVATION DISTRICT,Windmill 03 B2,14-55RT,Columbia,,-117.9724904,46.37706807,2014-05-16,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.35,0.9181,2.1,5.12,7.39,0.19,0.494,0,,17.5279,12.5,1.5,1.377,3.7,3.3966,36,56,218.96,0.56,9.2,2.7,0.04,5,4.59,0.12,1.1,1.82,71,16.2,0.3,11,7.8,1840,328.32,9.2,1.06,0.2,1.0838,0.0964,16.0667
2014,COLUMBIA CONSERVATION DISTRICT-14-55RT-46.37707--117.97249-2014-05-16-6-12,,COLUMBIA CONSERVATION DISTRICT,Windmill 03 B2,14-55RT,Columbia,,-117.9724904,46.37706807,2014-05-16,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.33,1.8091,1.14,6.24,7.58,0.17,0.442,0,,20.0384,16.1488,1.2,2.1706,1.9,3.4367,25,36,195.04,0.4988,11.9,3.7,0.05,3,5.4264,0.13,1.5,2.04,36,3.7,0.11,1,0.6,2380,449.92,11.5,1.06,0.2,1.0915,0.2514,20.95
2014,COLUMBIA CONSERVATION DISTRICT-14-55RT-46.37707--117.97249-2014-05-16-12-24,,COLUMBIA CONSERVATION DISTRICT,Windmill 03 B2,14-55RT,Columbia,,-117.9724904,46.37706807,2014-05-16,12-24,12,24,Touchet,Upper Whetstone Hollow,170701020501,1.31,3.5637,0.85,6.81,,0.18,0.468,0,,16.1996,13.8353,1.3,4.6322,2.8,9.977,19,23,154.56,0.3953,10.2,3.2,0.04,2,7.1264,0.14,1.5,1.91,26,2.2,0.11,0,0.1,2040,389.12,9.2,1.06,0.2,1.0909,0.4857,20.2375
2014,COLUMBIA CONSERVATION DISTRICT-14-68-NA-NA-2014-05-18-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-68,Columbia,,,,2014-05-18,0-3,0,3,,,,1.31,0.8909,3.58,4.88,7.2,0.32,0.832,0,,18.0966,12.6041,35.4,31.534300000000002,34.9,31.0889,29,52,224.48,0.5741,9.5,2.5,0.03,9,8.0172,0.14,1,1.52,94,26.6,0.37,27,6,1900,304,6.9,1.06,0.2,1.2364,0.6933,115.55
2014,COLUMBIA CONSERVATION DISTRICT-14-68-NA-NA-2014-05-18-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-68,Columbia,,,,2014-05-18,3-6,3,6,,,,1.29,0.8773,2.86,5.38,7.27,0.22,0.572,0,,18.8139,13.8888,12,10.5264,17.6,15.4387,25,44,132.48,0.3388,10.6,2.9,0.05,7,6.1404,0.18,1.1,1.52,77,11.1,0.27,12,0.5,2120,352.64,11.5,1.06,0.2,1.2235,0.6327,105.45
2014,COLUMBIA CONSERVATION DISTRICT-14-68-NA-NA-2014-05-18-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-68,Columbia,,,,2014-05-18,6-12,6,12,,,,1.45,1.9723,2.08,6.14,7.51,0.21,0.546,0,,21.55,17.2241,3.6,7.0992,3.8,7.4936,24,39,146.28,0.3741,12.9,3.9,0.05,3,5.916,0.24,1,1.5,48,6,0.17,2,0.1,2580,474.24,11.5,1.06,0.2,1.2246,1.432,119.3333
2014,COLUMBIA CONSERVATION DISTRICT-14-68-NA-NA-2014-05-18-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-68,Columbia,,,,2014-05-18,12-24,12,24,,,,1.39,3.7814,1.83,6.39,7.53,0.22,0.572,0,,22.9306,18.7412,5,18.904,3.5,13.2328,27,41,133.4,0.3412,13.5,4.8,0.1,2,7.5616,0.24,1.2,1.71,43,5.7,0.17,2,0.6,2700,583.68,23,1.06,0.2,1.2155,2.5937,108.0708
2015,COLUMBIA CO. EXTENSION (WSU)-P-NA-NA-2015-03-11-0-3,,COLUMBIA CO. EXTENSION (WSU),,P,Columbia,,,,2015-03-11,0-3,0,3,,,,1.2920833333333335,0.8787166666666667,3.0675,5.8125,7.3975,0.2675,0.6955,0,15.9375,15.441783333333333,11.830879166666666,12.25,10.76525,3.8041666666666667,3.3479208333333332,35.291666666666664,51.56583333333333,600.52875,1.5358791666666667,8.470833333333333,1.8083333333333333,0.015833333333333335,6,5.27595,0.125,2.2291666666666665,1.2391666666666667,74.5,13.1875,0.28583333333333333,7.458333333333333,2.9166666666666665,1694.1666666666667,219.89333333333332,3.6416666666666666,,,,,
2015,COLUMBIA CO. EXTENSION (WSU)-P-NA-NA-2015-03-11-3-6,,COLUMBIA CO. EXTENSION (WSU),,P,Columbia,,,,2015-03-11,3-6,3,6,,,,1.3458333333333334,0.9152666666666667,2.26625,4.654166666666667,7.160416666666666,0.13541666666666666,0.35208333333333336,0,15.938791666666667,14.149729166666667,9.224345833333334,6.741666666666666,6.15945,8.754166666666666,7.990291666666667,35.583333333333336,53.62625,313.36083333333335,0.8014291666666666,6.620833333333334,1.7791666666666666,0.02291666666666667,8.083333333333334,7.393866666666667,0.08208333333333333,1.4666666666666666,1.4391666666666667,91.20833333333333,23.779166666666665,0.22541666666666665,20.541666666666668,63.041666666666664,1324.1666666666667,216.34666666666666,5.270833333333333,,,,,
2015,COLUMBIA CO. EXTENSION (WSU)-P-NA-NA-2015-03-11-6-12,,COLUMBIA CO. EXTENSION (WSU),,P,Columbia,,,,2015-03-11,6-12,6,12,,,,1.33125,1.8108,1.6425,5.658333333333333,7.44,0.10333333333333333,0.26866666666666666,0,16.59166666666667,16.8836875,12.753291666666666,3.425,6.205395833333333,2.0875,3.7839791666666667,25.583333333333332,35.49541666666667,280.5291666666667,0.7174583333333333,9.279166666666667,2.720833333333333,0.035833333333333335,4.333333333333333,7.850033333333333,0.11375,1.6625,1.5191666666666666,50.541666666666664,4.883333333333334,0.11333333333333333,3.3333333333333335,1.2083333333333333,1855.8333333333333,330.85333333333335,8.241666666666667,,,,,
